date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:45	497326/497326	---M--	200	added ('OK')	image/png	etag:%22796ae-582c15d9cb573%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/slider-dark-bottle.png	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/slider-dark-bottle.png	(from http://aquaterias.like-themes.com/)
14:20:46	93772/93772	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:46%20GMT	http://aquaterias.like-themes.com/gallery-3-columns/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/gallery-3-columns/index.html	(from http://aquaterias.like-themes.com/)
14:20:47	3071/3071	---M--	200	added ('OK')	image/jpeg	etag:%22bff-582c1b51c0f21%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/w8-100x100.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/w8-100x100.jpg	(from http://aquaterias.like-themes.com/)
14:20:47	39713/39713	---M--	200	added ('OK')	image/png	etag:%229b21-582c15d8e4dee%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/bottle-dark-3.png	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/bottle-dark-3.png	(from http://aquaterias.like-themes.com/)
14:20:49	93772/93772	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:48%20GMT	http://aquaterias.like-themes.com/gallery-4-columns/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/gallery-4-columns/index.html	(from http://aquaterias.like-themes.com/)
14:20:49	100338/100338	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:48%20GMT	http://aquaterias.like-themes.com/contacts/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/contacts/index.html	(from http://aquaterias.like-themes.com/)
14:20:50	3449/3449	---M--	200	added ('OK')	image/jpeg	etag:%22d79-582c1ac711d3a%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/m2-100x100.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/m2-100x100.jpg	(from http://aquaterias.like-themes.com/)
14:20:50	97551/97551	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:50%20GMT	http://aquaterias.like-themes.com/headers/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/headers/index.html	(from http://aquaterias.like-themes.com/)
14:20:51	95562/95562	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:51%20GMT	http://aquaterias.like-themes.com/text/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/text/index.html	(from http://aquaterias.like-themes.com/)
14:20:51	3962/3962	---M--	200	added ('OK')	image/jpeg	etag:%22f7a-582c1aabe0da2%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/m1-100x100.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/m1-100x100.jpg	(from http://aquaterias.like-themes.com/)
14:20:52	102547/102547	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:52%20GMT	http://aquaterias.like-themes.com/text_columns/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/text_columns/index.html	(from http://aquaterias.like-themes.com/)
14:20:53	94711/94711	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:52%20GMT	http://aquaterias.like-themes.com/table/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/table/index.html	(from http://aquaterias.like-themes.com/)
14:20:54	3087/3087	---M--	200	added ('OK')	image/jpeg	etag:%22c0f-582c1b36a47a9%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/w7-100x100.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/w7-100x100.jpg	(from http://aquaterias.like-themes.com/)
14:20:54	99066/99066	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:54%20GMT	http://aquaterias.like-themes.com/separators/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/separators/index.html	(from http://aquaterias.like-themes.com/)
14:20:55	100300/100300	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:55%20GMT	http://aquaterias.like-themes.com/buttons/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/buttons/index.html	(from http://aquaterias.like-themes.com/)
14:20:56	98969/98969	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:56%20GMT	http://aquaterias.like-themes.com/forms/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/forms/index.html	(from http://aquaterias.like-themes.com/)
14:20:58	100307/100307	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:20:57%20GMT	http://aquaterias.like-themes.com/accordions/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/accordions/index.html	(from http://aquaterias.like-themes.com/)
14:21:01	34497/34497	---M--	200	added ('OK')	image/jpeg	etag:%2286c1-582c18ae4a0e4%22	http://aquaterias.like-themes.com/wp-content/uploads/2017/09/blog01-494x348.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2017/09/blog01-494x348.jpg	(from http://aquaterias.like-themes.com/)
14:21:03	94369/94369	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:03%20GMT	http://aquaterias.like-themes.com/alert/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/alert/index.html	(from http://aquaterias.like-themes.com/)
14:21:07	19356/19356	---M--	200	added ('OK')	image/jpeg	etag:%224b9c-582c18d03b8e2%22	http://aquaterias.like-themes.com/wp-content/uploads/2017/09/blog03-494x348.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2017/09/blog03-494x348.jpg	(from http://aquaterias.like-themes.com/)
14:21:07	54134/54134	---M--	200	added ('OK')	image/jpeg	etag:%22d376-582c18c252fd4%22	http://aquaterias.like-themes.com/wp-content/uploads/2017/09/blog02-494x348.jpg	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2017/09/blog02-494x348.jpg	(from http://aquaterias.like-themes.com/)
14:21:08	103875/103875	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:08%20GMT	http://aquaterias.like-themes.com/tabs/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/tabs/index.html	(from http://aquaterias.like-themes.com/)
14:21:10	95899/95899	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:09%20GMT	http://aquaterias.like-themes.com/shortcodes/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/shortcodes/index.html	(from http://aquaterias.like-themes.com/)
14:21:12	96355/96355	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:11%20GMT	http://aquaterias.like-themes.com/icons-page/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/icons-page/index.html	(from http://aquaterias.like-themes.com/)
14:21:13	97374/97374	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:13%20GMT	http://aquaterias.like-themes.com/list/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/list/index.html	(from http://aquaterias.like-themes.com/)
14:21:16	97473/97473	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:14%20GMT	http://aquaterias.like-themes.com/whats-in-your-water/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/whats-in-your-water/index.html	(from http://aquaterias.like-themes.com/)
14:21:16	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-582c0a577482a%22	http://aquaterias.like-themes.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:18	97564/97564	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:17%20GMT	http://aquaterias.like-themes.com/why-do-we-need-to-drink-water/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/why-do-we-need-to-drink-water/index.html	(from http://aquaterias.like-themes.com/)
14:21:19	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-5d9e9778c5d64%22	http://aquaterias.like-themes.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:20	266260/266260	---M--	200	added ('OK')	image/png	etag:%2241014-582c15d8e2eae%22	http://aquaterias.like-themes.com/wp-content/uploads/2018/01/bottle-dark-1.png	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/uploads/2018/01/bottle-dark-1.png	(from http://aquaterias.like-themes.com/)
14:21:21	97800/97800	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2014:21:20%20GMT	http://aquaterias.like-themes.com/drinking-water-may-help-to-prevent-and-treat-headaches/	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/drinking-water-may-help-to-prevent-and-treat-headaches/index.html	(from http://aquaterias.like-themes.com/)
14:21:24	90149/90149	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Oct%202024%2014:21:22%20GMT	http://aquaterias.like-themes.com/wp-content/themes/aquaterias/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/themes/aquaterias/assets/fonts/glyphicons-halflings-regular.26.delayed	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:24	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22a30-582c0989394f1%22	http://aquaterias.like-themes.com/wp-content/themes/aquaterias/assets/images/swipebox/loader.gif	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/themes/aquaterias/assets/images/swipebox/loader.gif	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:27	90150/90150	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Oct%202024%2014:21:25%20GMT	http://aquaterias.like-themes.com/wp-content/themes/images/__hr-content.png	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/themes/images/__hr-content.28.delayed	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:28	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-582c0a6e0eac7%22	http://aquaterias.like-themes.com/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:31	15572/15572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223cd4-582c0a62fcaca%22	http://aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/linecons/fonts/linecons.eot	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/linecons/fonts/linecons.eot	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:43	76038/76038	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212906-582c0a63364ab%22	http://aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.eot	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.eot	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:21:55	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-582c0a63170ab%22	http://aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
14:22:00	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221876c-582c0a6321c8b%22	http://aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.eot	C:/My%20Web%20Sites/jelllo/aquaterias.like-themes.com/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.eot	(from http://aquaterias.like-themes.com/wp-content/cache/autoptimize/css/autoptimize_8d6bfa676b4b004306924c006cb21bb0.css)
